Course_ID,Course_Name,Department,Module,Lesson_Title,Content_Word_Count,Sentence_Count,Readability_Score,Grammar_Score,Learning_Objective_Match,Student_Rating,Completion_Rate,Feedback_Count,Reading_Time_Minutes,Publish_Date,Author,Difficulty_Level,Overall_Quality
C1179,Machine Learning,AI&DS,Basics,Lesson 16,3567,34.0,56.8,100.0,49.4,0.0,64.2,118,85,2025-03-19,Dr. Kumar,,Excellent
C1180,Machine Learning,AI&DS,Intermediate,Lesson 22,3442,199.0,46.6,79.0,43.9,4.0,63.7,226,70,2024-01-01,Prof. Meena,Hard,Poor
C1181,Data Structures,AI&DS,Advanced,Lesson 12,690,59.0,91.5,68.1,78.1,1.0,81.6,1169,1,2025-04-27,Unknown,Medium,Excellent
C1182,Python Programming,IT,Advanced,Lesson 4,2740,241.0,89.1,41.8,100.0,0.6,42.1,1059,36,2024-07-12,Unknown,Easy,Good
C1183,AI Fundamentals,IT,Advanced,Lesson 2,939,99.0,77.2,90.5,100.0,1.3,74.9,801,8,2025-02-25,Dr. Kumar,hard,Good
C1184,Web Development,IT,Basics,Lesson 2,1775,128.0,46.0,65.6,51.1,4.8,35.7,1128,54,2024-01-01,Prof.Priya,,Poor
C1185,Data Structures,AI&DS,Introduction,Lesson 18,3877,34.0,51.6,71.6,54.7,3.1,46.5,1133,41,2024-05-05,Dr Ravi,,good
C1186,Data Structures,AI&DS,Basics,Lesson 11,2588,7.0,100.0,100.0,77.3,3.4,81.3,273,69,2023-08-10,Prof. Meena,Medium,Excellent
C1187,Web Development,AI&DS,Intermediate,Lesson 6,1765,126.0,79.6,85.0,63.6,1.4,77.1,349,70,2024-10-05,Unknown,Hard,good
C1188,Python Programming,AI&DS,Basics,Lesson 11,1765,,67.3,80.5,48.2,0.6,41.6,777,8,2024-01-01,Prof. Meena,,Good
C1189,Java Programming,IT,Introduction,Lesson 13,1931,111.0,99.4,48.8,100.0,0.5,93.9,512,27,2024-01-01,Dr. Kumar,Medium,Poor
C1190,Machine Learning,IT,Intermediate,Lesson 6,4166,120.0,100.0,98.3,62.7,4.9,76.3,513,59,2024-03-06,Unknown,,Good
C1191,DBMS,AI&DS,Project,Lesson 23,2943,207.0,83.3,84.4,45.6,4.5,76.7,777,6,2025-03-04,Prof.Priya,Easy,Excellent
C1192,AI Fundamentals,ECE,Basics,Lesson 3,4811,206.0,42.5,100.0,82.5,3.5,77.9,773,1,2024-01-01,Unknown,Hard,Good
C1193,Web Development,ECE,Basics,Lesson 11,750,265.0,84.2,63.1,79.9,2.6,43.7,1491,87,2024-01-01,Unknown,,Good
C1194,Python Programming,ECE,Project,Lesson 16,1105,8.0,84.6,69.7,100.0,1.5,55.7,761,22,2024-01-01,Dr. Kumar,,Good
C1195,AI Fundamentals,AI&DS,Advanced,Lesson 15,3251,5.0,41.0,66.6,51.3,2.3,96.5,668,22,2024-06-19,Dr Ravi,Easy,Average
C1196,Web Development,ECE,Basics,Lesson 8,3801,144.0,91.5,54.2,85.7,1.0,36.3,1129,48,2024-01-01,Unknown,Hard,Good
C1197,Web Development,IT,Introduction,,1068,178.0,53.1,42.3,67.0,5.0,42.5,1496,45,2024-07-29,Prof.Priya,Easy,Good
C1198,Web Development,AI&DS,Intermediate,Lesson 25,4505,299.0,87.0,40.7,85.8,3.4,77.0,664,74,2024-01-01,Prof. Meena,Medium,Excellent
C1199,Python Programming,AI&DS,Introduction,Lesson 23,4016,269.0,84.0,50.2,51.3,2.7,57.3,249,17,2023-04-27,Unknown,hard,good
,Python Programming,ECE,Project,Lesson 20,3165,192.0,87.1,75.1,79.9,0.2,49.9,1224,33,2023-04-11,Dr. Kumar,hard,Good
C1201,Machine Learning,AI&DS,Advanced,Lesson 15,667,44.0,55.3,95.0,98.2,4.5,80.5,855,48,2024-01-01,Dr. Kumar,Easy,Good
C1202,Java Programming,AI&DS,Basics,Lesson 17,835,19.0,92.2,41.6,93.8,3.5,0.0,1151,6,2025-05-19,Dr Ravi,Hard,Average
C1203,Machine Learning,AI&DS,Basics,Lesson 9,547,239.0,51.0,100.0,87.1,4.6,92.9,944,59,2023-08-29,Unknown,,Poor
C1204,DBMS,AI&DS,Introduction,Lesson 15,641,129.0,89.2,0.0,85.3,5.0,72.6,1008,26,2023-09-29,Prof. Meena,hard,Poor
C1205,DBMS,IT,Advanced,Lesson 16,2940,142.0,35.8,87.0,57.4,0.0,0.0,573,74,2024-04-03,Unknown,Hard,Poor
C1206,Data Structures,AI&DS,Project,Lesson 16,3118,281.0,61.2,53.9,55.1,0.1,0.0,59,69,2024-01-01,Prof. Meena,Medium,Average
,Java Programming,AI&DS,Intermediate,Lesson 4,4435,112.0,36.3,100.0,36.0,4.5,0.0,371,34,2025-01-03,Unknown,hard,Good
C1208,Java Programming,AI&DS,Basics,Lesson 24,2197,56.0,67.4,96.5,81.8,0.4,93.5,939,1,2024-01-01,Prof.Priya,,Average
C1209,AI Fundamentals,ECE,Basics,Lesson 11,1657,300.0,74.6,87.2,55.4,0.4,75.2,218,47,2024-01-01,Unknown,Hard,Excellent
C1210,Machine Learning,IT,Basics,Lesson 23,3349,275.0,55.4,46.9,71.3,4.1,90.2,728,27,2024-01-01,Dr. Kumar,Hard,Good
C1211,Java Programming,AI&DS,Basics,Lesson 17,3687,,70.5,95.6,50.0,3.8,86.1,0,69,2025-04-18,Unknown,Easy,Good
C1212,Python Programming,IT,Advanced,Lesson 10,2824,42.0,93.4,100.0,93.8,2.5,99.8,381,69,2024-01-01,Dr. Kumar,Hard,Average
C1213,AI Fundamentals,AI&DS,Basics,Lesson 7,661,248.0,98.3,86.2,0.0,1.2,33.0,47,28,2023-03-21,Dr Ravi,,Excellent
C1214,AI Fundamentals,AI&DS,Basics,Lesson 25,3045,88.0,84.1,50.5,68.1,2.7,32.5,289,86,2024-01-01,Prof. Meena,Medium,Average
C1215,Data Structures,AI&DS,Project,Lesson 10,763,164.0,42.9,56.1,73.0,2.9,42.4,1315,48,2025-03-08,Dr. Kumar,Easy,Poor
C1216,Web Development,AI&DS,Introduction,Lesson 14,2709,119.0,94.2,100.0,78.9,1.3,71.1,1341,88,2025-01-09,Unknown,hard,Excellent
C1217,Java Programming,AI&DS,Intermediate,Lesson 18,3337,199.0,35.1,53.3,92.3,1.6,47.2,1347,34,2024-04-27,Dr Ravi,,Poor
C1218,Java Programming,AI&DS,Intermediate,Lesson 19,1045,92.0,0.0,50.7,67.7,4.7,66.1,1343,86,2025-03-22,Dr. Kumar,Easy,good
C1219,Python Programming,AI&DS,Advanced,Lesson 18,4220,291.0,68.7,91.8,96.9,0.6,72.7,702,12,2024-01-01,Prof.Priya,Medium,Excellent
C1220,Web Development,AI&DS,Introduction,Lesson 24,999,229.0,91.8,66.4,0.0,3.8,44.6,527,41,2024-01-01,Prof. Meena,hard,Good
C1221,Data Structures,IT,Basics,Lesson 21,2544,231.0,89.4,93.1,89.3,1.8,50.5,1481,62,2024-01-01,Prof. Meena,,Average
C1222,Web Development,AI&DS,Advanced,Lesson 18,2760,156.0,81.8,93.0,63.3,1.5,66.1,1035,24,2024-01-01,Unknown,,Excellent
C1223,Machine Learning,AI&DS,Project,Lesson 22,2011,287.0,0.0,100.0,100.0,3.7,68.3,1417,65,2024-08-14,Dr. Kumar,Easy,Good
C1224,DBMS,AI&DS,Advanced,Lesson 20,3133,249.0,76.2,87.8,87.8,0.8,74.6,1377,24,2023-08-27,Unknown,hard,good
C1225,Machine Learning,ECE,Intermediate,Lesson 21,4557,69.0,60.9,47.7,43.0,1.5,64.3,199,68,2023-05-05,Dr Ravi,Hard,Good
C1226,DBMS,AI&DS,Basics,Lesson 3,1438,296.0,47.5,86.9,96.9,2.9,64.7,1010,1,2024-01-01,Dr. Kumar,Hard,Excellent
C1227,Java Programming,AI&DS,Intermediate,Lesson 13,3965,248.0,50.1,44.9,35.3,3.9,46.4,1171,50,2024-01-01,Dr. Kumar,hard,Excellent
C1228,Web Development,CSE,Basics,Lesson 19,1715,233.0,91.9,40.2,57.0,0.8,80.4,1024,22,2024-01-01,Dr. Kumar,Medium,Poor
C1229,Machine Learning,IT,Intermediate,Lesson 10,1109,7.0,66.7,80.4,43.0,1.8,96.7,1493,13,2024-01-01,Unknown,,Excellent
C1230,AI Fundamentals,AI&DS,Basics,Lesson 2,3195,23.0,52.5,69.8,64.5,3.8,88.7,971,21,2025-05-30,Unknown,Medium,Poor
C1231,DBMS,CSE,Basics,Lesson 15,2725,61.0,90.5,55.2,81.7,2.8,99.8,464,89,2024-01-01,Dr. Kumar,Hard,Good
C1232,Data Structures,CSE,Advanced,Lesson 17,3348,158.0,46.8,41.1,72.4,1.3,46.8,1474,44,2024-04-04,Unknown,hard,Good
C1233,DBMS,IT,Project,Lesson 8,2918,58.0,43.7,43.2,95.7,3.0,57.9,1023,86,2024-01-01,Unknown,hard,Excellent
C1234,Python Programming,CSE,Intermediate,Lesson 7,3917,266.0,53.7,60.9,39.5,5.0,82.2,27,48,2024-01-01,Prof. Meena,hard,Excellent
C1235,Web Development,AI&DS,Basics,Lesson 9,2355,84.0,66.6,52.8,61.4,4.9,80.6,735,43,2023-09-12,Dr Ravi,Easy,Poor
C1236,Web Development,IT,Project,Lesson 22,1944,170.0,54.1,62.4,0.0,1.7,76.3,348,90,2024-01-01,Unknown,Hard,Excellent
C1237,,AI&DS,Advanced,Lesson 13,3153,218.0,74.5,51.3,55.7,2.9,78.4,237,78,2023-01-09,Prof. Meena,hard,Good
C1238,Data Structures,AI&DS,Project,Lesson 15,4561,124.0,0.0,86.9,45.5,2.5,57.2,1300,52,2024-01-01,Prof.Priya,hard,Good
C1239,Python Programming,CSE,Project,Lesson 21,4945,35.0,40.8,43.1,81.4,2.5,79.5,581,39,2024-01-01,Prof. Meena,Hard,good
C1240,Web Development,AI&DS,Advanced,Lesson 25,1622,257.0,57.4,81.3,63.5,2.7,40.5,499,41,2024-01-01,Unknown,Hard,good
C1241,Machine Learning,IT,Basics,Lesson 16,601,111.0,99.1,89.1,75.5,5.0,100.0,1322,65,2023-12-14,Unknown,Hard,Good
C1242,DBMS,AI&DS,Basics,Lesson 23,4665,71.0,100.0,83.4,86.9,1.6,66.3,1465,16,2024-01-01,Dr Ravi,,good
C1243,Machine Learning,AI&DS,Intermediate,Lesson 18,2489,187.0,68.1,90.2,42.7,1.0,77.2,1376,81,2024-01-01,Prof. Meena,hard,Good
C1244,Java Programming,AI&DS,Basics,Lesson 19,1119,74.0,98.6,83.9,89.0,3.2,73.9,55,17,2024-01-01,Dr. Kumar,Medium,good
C1245,Java Programming,CSE,Advanced,Lesson 23,1448,87.0,67.8,59.3,37.4,2.9,40.1,1177,47,2024-01-01,Prof.Priya,Easy,good
C1246,DBMS,AI&DS,Intermediate,Lesson 2,3359,253.0,43.4,89.7,49.2,3.2,91.3,1109,36,2025-05-26,Dr. Kumar,Hard,Average
C1247,Machine Learning,AI&DS,Project,Lesson 5,1656,120.0,44.5,50.1,54.4,3.0,69.8,301,69,2023-07-27,Dr Ravi,Easy,Good
C1248,DBMS,AI&DS,Advanced,Lesson 13,924,298.0,37.8,44.2,71.1,0.5,98.5,378,34,2024-01-01,Prof. Meena,hard,Average
C1249,DBMS,AI&DS,Basics,Lesson 24,5973,162.0,95.2,93.9,55.0,1.4,64.2,1471,54,2024-01-01,Unknown,Medium,Average
C1250,DBMS,CSE,Project,Lesson 19,2115,153.0,55.0,67.6,49.0,3.2,82.3,862,80,2024-01-01,Prof.Priya,Medium,Good
C1251,DBMS,AI&DS,Advanced,Lesson 2,2930,31.0,40.3,100.0,57.2,2.8,36.6,592,18,2024-07-30,Prof.Priya,Medium,Average
C1252,Machine Learning,AI&DS,Basics,Lesson 18,782,164.0,77.0,65.6,53.0,0.5,43.9,467,58,2024-06-22,Dr Ravi,Medium,Good
C1253,Java Programming,AI&DS,Project,Lesson 9,2578,138.0,40.2,80.7,51.4,0.9,69.7,1101,9,2024-01-01,Dr Ravi,,Good
C1254,Web Development,AI&DS,Basics,Lesson 10,2703,204.0,98.5,88.7,49.0,3.2,78.5,411,1,2024-01-01,Prof. Meena,,Poor
,Machine Learning,AI&DS,Basics,Lesson 4,2263,14.0,40.7,80.2,67.6,3.2,0.0,1218,25,2023-08-17,Dr. Kumar,,Average
C1256,Web Development,AI&DS,Intermediate,Lesson 9,2082,164.0,57.1,59.2,50.3,4.3,39.5,1332,60,2024-01-01,Prof.Priya,Hard,Excellent
C1257,Machine Learning,IT,Introduction,Lesson 4,951,246.0,0.0,97.6,62.6,2.0,95.6,1200,81,2024-01-01,Unknown,hard,good
C1258,Web Development,AI&DS,Basics,Lesson 10,1679,134.0,47.3,51.1,89.0,4.7,65.4,738,48,2023-05-31,Unknown,Medium,good
C1259,Machine Learning,AI&DS,Basics,Lesson 25,3358,271.0,66.5,76.0,52.3,5.0,81.0,854,42,2024-01-01,Dr Ravi,,Average
C1260,Python Programming,AI&DS,Basics,Lesson 23,313,218.0,78.9,59.2,100.0,0.8,81.6,1043,35,2024-01-01,Dr. Kumar,Easy,good
C1261,Machine Learning,AI&DS,Project,Lesson 5,4932,79.0,56.2,73.0,48.9,2.1,82.0,964,12,2024-01-01,Dr. Kumar,Medium,Good
C1262,AI Fundamentals,AI&DS,Intermediate,Lesson 15,2327,11.0,82.1,42.2,38.3,3.7,46.7,631,61,2023-11-23,Prof.Priya,Medium,Excellent
C1263,Python Programming,CSE,Project,Lesson 2,3734,28.0,84.3,64.9,97.9,3.7,0.0,1454,55,2024-07-14,Unknown,Hard,Excellent
,Web Development,AI&DS,Introduction,Lesson 13,4628,22.0,76.2,51.1,60.1,2.8,85.1,445,37,2024-01-01,Unknown,Medium,Excellent
C1265,Java Programming,AI&DS,Basics,Lesson 4,2322,240.0,47.3,57.4,83.7,4.8,48.4,761,77,2024-01-01,Prof.Priya,hard,Poor
C1266,Data Structures,AI&DS,Introduction,Lesson 7,1284,79.0,66.4,100.0,74.9,2.0,82.2,54,22,2023-07-14,Unknown,,Good
C1267,Web Development,AI&DS,Basics,Lesson 2,4662,68.0,73.7,83.6,96.8,1.3,75.6,1230,25,2024-03-03,Prof. Meena,hard,good
C1269,,IT,Introduction,Lesson 8,1525,287.0,40.1,82.7,79.2,2.8,47.4,0,64,2024-01-01,Prof. Meena,hard,Average
C1270,Machine Learning,AI&DS,Advanced,Lesson 8,4042,76.0,96.1,79.1,38.1,2.1,0.0,1290,18,2024-09-26,Prof.Priya,Hard,Poor
C1271,Python Programming,ECE,Project,Lesson 4,2356,243.0,47.2,62.6,72.4,4.9,51.2,0,59,2024-01-01,Dr Ravi,hard,good
C1272,DBMS,IT,Basics,Lesson 13,4556,50.0,42.7,98.4,76.4,2.4,77.6,20,1,2024-01-01,Prof. Meena,Hard,Good
C1273,AI Fundamentals,ECE,Introduction,Lesson 17,4195,281.0,0.0,88.4,88.8,1.5,53.4,682,1,2024-01-01,Dr. Kumar,Medium,Good
C1274,Python Programming,AI&DS,Introduction,Lesson 6,4931,143.0,84.3,63.2,90.6,4.2,70.7,361,40,2025-03-20,Dr. Kumar,Easy,Good
C1275,,AI&DS,Intermediate,Lesson 14,1914,257.0,66.5,77.6,69.6,1.8,68.4,772,72,2024-09-19,Prof.Priya,Hard,Excellent
C1276,AI Fundamentals,AI&DS,Advanced,Lesson 11,1762,140.0,49.5,48.4,36.1,3.9,39.5,1016,34,2024-05-09,Unknown,,Average
C1277,DBMS,ECE,Basics,Lesson 7,4254,245.0,75.3,65.3,42.3,5.0,100.0,1212,56,2024-01-01,Dr. Kumar,Hard,Good
C1278,DBMS,ECE,Project,Lesson 7,1597,116.0,54.6,98.9,98.4,3.4,53.6,130,60,2023-11-12,Prof. Meena,Hard,Good
C1279,Java Programming,AI&DS,Basics,Lesson 23,1816,269.0,37.3,100.0,44.4,4.4,87.7,162,29,2024-01-01,Unknown,Medium,good
C1280,Web Development,CSE,Project,Lesson 2,3407,166.0,93.6,89.1,96.2,0.4,43.2,59,62,2023-08-14,Prof. Meena,Hard,Excellent
C1281,Python Programming,AI&DS,Basics,Lesson 24,4829,27.0,79.4,100.0,72.7,1.4,100.0,714,28,2023-12-13,Dr Ravi,hard,good
C1282,Machine Learning,AI&DS,Basics,Lesson 10,4863,55.0,87.6,45.1,99.3,5.0,84.9,1345,69,2024-01-01,Dr Ravi,,Poor
C1283,Data Structures,ECE,Intermediate,Lesson 22,2290,162.0,66.1,47.4,100.0,2.2,32.7,225,65,2024-04-16,Unknown,hard,Average
C1284,AI Fundamentals,ECE,Introduction,Lesson 5,4159,247.0,53.7,0.0,65.7,3.9,93.7,1417,54,2025-05-24,Prof. Meena,Medium,Good
C1285,Web Development,AI&DS,Project,Lesson 5,1967,64.0,68.5,80.8,71.7,5.0,66.0,498,46,2024-01-01,Dr Ravi,hard,good
C1286,Web Development,AI&DS,Basics,Lesson 17,4602,183.0,80.2,100.0,89.9,3.4,74.1,636,76,2024-01-01,Dr Ravi,Medium,Average
C1287,Web Development,AI&DS,Basics,Lesson 12,4065,35.0,96.9,58.6,54.4,2.1,77.2,650,1,2023-02-21,Dr. Kumar,,Good
C1288,Web Development,AI&DS,Basics,Lesson 1,4373,68.0,46.8,45.9,58.4,4.2,54.3,1035,79,2024-07-20,Unknown,,Poor
C1289,Web Development,AI&DS,Introduction,Lesson 8,2425,11.0,71.3,72.8,100.0,2.5,63.8,74,78,2024-01-01,Prof.Priya,Medium,Good
C1290,DBMS,AI&DS,Introduction,Lesson 15,4113,52.0,100.0,73.8,76.8,2.6,76.9,1487,52,2024-01-01,Prof.Priya,Easy,Good
C1291,Web Development,IT,Basics,Lesson 1,858,11.0,53.4,42.1,87.0,2.0,40.7,385,7,2023-04-03,Prof.Priya,,Excellent
C1292,Web Development,AI&DS,Introduction,Lesson 16,882,98.0,49.8,86.7,84.1,5.0,82.0,400,83,2024-01-01,Unknown,,Poor
C1293,Machine Learning,AI&DS,Intermediate,Lesson 4,1112,212.0,54.5,59.3,68.4,2.5,73.3,1310,25,2023-07-13,Unknown,hard,Poor
C1294,Java Programming,ECE,Project,Lesson 16,952,38.0,64.9,78.6,61.2,2.9,47.4,1148,11,2023-02-16,Prof. Meena,,Good
C1295,Machine Learning,AI&DS,Intermediate,Lesson 15,1488,250.0,54.0,78.5,41.7,0.7,98.9,1025,12,2024-01-01,Unknown,Easy,Good
C1296,Web Development,IT,Intermediate,Lesson 17,3666,134.0,96.6,71.6,95.2,4.0,48.8,505,35,2023-11-28,Dr. Kumar,Medium,Good
C1297,Machine Learning,AI&DS,Advanced,Lesson 11,1927,110.0,45.9,0.0,88.7,0.2,80.8,539,57,2024-01-01,Prof. Meena,Hard,Poor
C1298,Python Programming,AI&DS,Basics,Lesson 22,3022,104.0,68.2,62.6,52.2,0.0,73.7,1136,33,2023-11-04,Prof. Meena,Hard,Poor
C1299,Java Programming,AI&DS,Basics,Lesson 18,663,70.0,46.9,93.7,57.5,1.2,53.5,1391,26,2024-10-04,Dr Ravi,,Poor
C1300,Web Development,AI&DS,Basics,Lesson 9,2506,97.0,54.4,82.0,51.0,1.9,55.1,156,15,2024-01-01,Unknown,Easy,Average
C1301,Python Programming,AI&DS,Advanced,Lesson 4,2607,248.0,94.6,99.4,52.7,0.4,0.0,746,32,2023-11-11,Prof. Meena,Medium,Good
C1302,Data Structures,ECE,Basics,,3599,23.0,77.1,54.4,89.4,0.7,49.2,1760,52,2024-10-24,Prof.Priya,Medium,good
C1303,DBMS,AI&DS,Basics,Lesson 2,2040,234.0,95.4,100.0,74.1,1.9,59.5,302,117,2024-01-01,Prof.Priya,,good
C1304,AI Fundamentals,AI&DS,Basics,Lesson 24,4084,76.0,68.0,80.5,39.7,4.7,79.2,243,26,2024-01-01,Dr. Kumar,Medium,Good
C1305,,IT,Intermediate,Lesson 13,2844,235.0,70.0,100.0,36.9,3.3,62.0,128,7,2024-01-01,Prof.Priya,Hard,good
C1306,Java Programming,AI&DS,Advanced,Lesson 1,4481,165.0,45.6,81.6,37.3,2.6,63.4,1105,63,2024-01-01,Dr. Kumar,Easy,Excellent
C1307,Machine Learning,AI&DS,Intermediate,Lesson 17,1683,110.0,91.7,83.4,84.3,3.0,32.2,634,72,2024-01-01,Prof. Meena,,Good
C1309,DBMS,IT,Basics,Lesson 20,4129,88.0,92.1,100.0,96.9,1.4,36.2,1041,74,2024-01-01,Unknown,,Good
C1310,Data Structures,ECE,Project,Lesson 9,2886,242.0,54.0,51.3,100.0,1.9,31.5,0,26,2024-01-01,Prof.Priya,Easy,Poor
C1311,Python Programming,AI&DS,Project,Lesson 24,3515,136.0,63.2,98.8,89.6,1.7,36.6,237,9,2024-01-01,Dr. Kumar,,good
C1312,Data Structures,CSE,Project,Lesson 5,2145,202.0,93.1,43.8,88.3,2.6,86.2,223,76,2024-01-01,Prof. Meena,Medium,Good
C1313,Python Programming,AI&DS,Introduction,Lesson 2,4675,5.0,36.2,48.7,58.1,5.0,30.4,1318,55,2024-11-24,Unknown,,Poor
C1314,Web Development,AI&DS,Advanced,Lesson 21,782,,62.7,80.6,60.9,1.3,0.0,774,22,2024-01-01,Dr Ravi,,Average
C1315,AI Fundamentals,IT,Intermediate,Lesson 14,2526,74.0,73.1,44.7,42.4,5.0,63.4,851,87,2023-02-12,Unknown,,good
C1317,Java Programming,ECE,Intermediate,Lesson 11,2453,77.0,54.2,63.2,79.2,0.0,45.9,86,96,2025-03-07,Prof.Priya,Hard,Poor
C1318,Web Development,AI&DS,Introduction,Lesson 3,523,161.0,64.4,70.2,88.7,3.0,64.8,280,84,2024-01-01,Prof. Meena,,Average
C1319,Java Programming,AI&DS,Advanced,Lesson 15,712,73.0,51.9,83.1,38.5,0.0,33.7,963,66,2024-01-01,Unknown,,Poor
C1320,AI Fundamentals,AI&DS,Basics,Lesson 25,2565,271.0,59.4,0.0,59.5,2.6,100.0,42,10,2024-01-14,Dr Ravi,hard,good
C1321,Machine Learning,AI&DS,Advanced,Lesson 20,4073,63.0,100.0,57.9,76.3,3.6,45.7,1001,89,2024-08-24,Dr Ravi,Hard,good
C1322,Web Development,CSE,Basics,Lesson 4,2126,81.0,51.5,90.6,92.0,1.5,96.2,1281,68,2023-09-28,Dr Ravi,Medium,Excellent
C1323,Data Structures,AI&DS,Basics,Lesson 7,716,125.0,49.0,88.7,82.8,5.0,57.0,0,79,2024-01-01,Dr. Kumar,Medium,Excellent
C1324,Data Structures,AI&DS,Basics,Lesson 17,3584,73.0,60.6,73.6,88.2,0.1,33.2,186,16,2024-01-01,Dr Ravi,Medium,Average
C1325,Java Programming,ECE,Project,Lesson 9,100,165.0,49.7,94.2,40.9,1.9,57.7,668,46,2024-01-01,Prof.Priya,Easy,Average
C1326,Web Development,CSE,Project,Lesson 11,4598,246.0,69.6,85.9,100.0,3.8,39.9,146,65,2024-01-01,Unknown,Hard,good
C1327,Java Programming,AI&DS,Project,Lesson 10,3859,9.0,86.3,96.3,76.0,0.7,93.1,892,45,2023-09-28,Prof.Priya,,Poor
C1328,AI Fundamentals,AI&DS,Introduction,Lesson 15,4165,217.0,89.3,70.8,94.8,0.5,59.6,912,24,2024-01-01,Prof.Priya,,Good
C1329,AI Fundamentals,AI&DS,Basics,Lesson 10,4714,185.0,58.2,48.6,92.0,2.5,60.4,86,81,2024-01-01,Prof. Meena,Medium,Excellent
C1330,Web Development,AI&DS,Project,Lesson 12,4671,51.0,37.5,65.5,86.1,0.3,46.1,405,26,2024-07-10,Dr. Kumar,,good
C1331,Python Programming,IT,Basics,Lesson 10,1166,250.0,54.7,68.7,70.8,2.7,47.9,254,32,2024-01-01,Unknown,hard,Good
C1332,Machine Learning,IT,Intermediate,Lesson 17,2979,117.0,82.1,100.0,40.9,0.0,71.8,114,84,2024-01-01,Prof. Meena,Medium,Poor
C1333,Java Programming,ECE,Intermediate,Lesson 6,3902,132.0,94.4,94.9,79.7,0.6,82.5,0,60,2024-11-04,Prof.Priya,Medium,good
C1334,Machine Learning,AI&DS,Advanced,Lesson 10,666,251.0,47.0,93.9,73.8,4.3,61.0,90,38,2024-01-01,Dr Ravi,Medium,Good
C1335,AI Fundamentals,AI&DS,Project,Lesson 2,3849,167.0,92.7,50.1,100.0,4.9,80.0,1409,20,2023-07-02,Unknown,Easy,Average
C1336,Data Structures,AI&DS,Basics,Lesson 7,2968,74.0,37.6,42.8,35.7,3.9,73.1,226,50,2024-05-11,Prof. Meena,hard,Good
C1337,Java Programming,AI&DS,Basics,Lesson 5,3249,199.0,91.9,55.4,94.1,0.2,67.0,326,84,2024-01-25,Unknown,Hard,Poor
C1338,DBMS,AI&DS,Basics,Lesson 9,3502,287.0,97.6,72.0,37.4,5.0,38.0,298,32,2024-01-01,Dr. Kumar,Medium,good
C1339,DBMS,AI&DS,Project,Lesson 3,4459,268.0,55.0,76.7,77.6,0.8,40.2,587,46,2024-01-01,Unknown,,Poor
C1340,Python Programming,CSE,Project,Lesson 12,2243,252.0,61.3,95.0,50.2,2.2,99.3,315,35,2023-02-21,Prof. Meena,hard,Good
C1341,Java Programming,ECE,Advanced,Lesson 11,2492,88.0,76.5,85.7,93.3,2.8,43.7,594,52,2024-05-25,Prof.Priya,Medium,Average
C1342,Machine Learning,CSE,Introduction,Lesson 8,4275,260.0,88.9,91.2,100.0,1.5,72.9,736,66,2024-07-29,Unknown,Easy,Poor
C1343,AI Fundamentals,AI&DS,Advanced,Lesson 4,3937,203.0,46.3,59.9,65.5,3.6,52.7,1496,7,2024-03-03,Prof. Meena,Easy,Good
C1344,Data Structures,CSE,Basics,Lesson 11,3275,177.0,47.6,92.0,60.9,5.0,69.5,1106,42,2024-01-01,Dr. Kumar,Medium,Good
C1345,DBMS,AI&DS,Introduction,Lesson 17,1223,236.0,99.6,57.7,55.0,3.2,60.5,1298,16,2024-01-01,Prof.Priya,Easy,Good
C1346,Machine Learning,AI&DS,Advanced,Lesson 21,4691,172.0,75.9,93.8,71.0,0.8,65.3,122,56,2024-01-01,Dr Ravi,Medium,Poor
C1347,AI Fundamentals,AI&DS,Project,Lesson 24,4123,97.0,86.4,56.6,79.6,1.3,56.8,1117,53,2023-01-07,Dr. Kumar,Easy,Good
C1348,Data Structures,AI&DS,Project,Lesson 11,4477,265.0,0.0,99.6,46.4,3.5,65.3,932,75,2024-01-01,Dr Ravi,,Average
C1349,Web Development,AI&DS,Introduction,Lesson 16,1943,12.0,75.5,49.6,40.2,0.3,37.5,182,22,2023-02-17,Unknown,Easy,Good
C1350,Java Programming,CSE,Basics,Lesson 21,2600,222.0,92.8,85.5,57.7,4.8,81.4,121,39,2025-02-20,Prof.Priya,Easy,Good
C1351,Java Programming,CSE,Project,Lesson 18,974,,77.3,48.8,50.5,4.4,48.0,859,45,2024-01-01,Prof.Priya,hard,Excellent
C1352,Java Programming,AI&DS,Intermediate,Lesson 14,3451,284.0,58.9,62.3,54.6,4.0,71.8,982,55,2024-01-01,Prof. Meena,Easy,Average
C1353,AI Fundamentals,IT,Project,Lesson 7,4565,30.0,38.7,100.0,82.8,1.4,99.4,1483,67,2023-03-06,Dr. Kumar,Medium,Good
C1354,Python Programming,IT,Project,Lesson 16,2860,100.0,72.8,57.8,49.6,4.7,40.3,1407,89,2024-01-01,Prof. Meena,Easy,Good
C1355,Machine Learning,AI&DS,Introduction,Lesson 5,1398,44.0,76.9,73.5,68.1,1.7,72.4,50,87,2024-01-01,Unknown,,Good
C1356,Python Programming,AI&DS,Advanced,Lesson 17,3304,213.0,76.0,54.8,92.8,2.2,73.4,790,48,2023-08-27,Dr Ravi,,Good
C1357,Machine Learning,AI&DS,Basics,Lesson 19,3716,193.0,78.3,56.7,41.0,0.5,54.6,309,39,2024-01-01,Unknown,Hard,Average
